
SetupTitle, ID-VG Postbreak
PrimitiveTest, I/V Sweep
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, V1
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -2
TestParameter, Output.Graph.XAxis.Right, 6
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, I2
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.1
TestParameter, Output.Graph.YAxis.Top, 0.1
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, Output.List.Data, V1, I1, V2, I2, V3, I3, V4, I4
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 03/10/2023 17:35:45
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 75
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 8e71a7d8-83ce-4996-bde7-9624648b2592
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, V1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -2
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 20
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I2
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 3.7E-12
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 2.1E-11
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.18181818181818182
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -0.21387283236994223
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.18181818181818182
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -0.21387283236994223
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.18181818181818182
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -0.21387283236994223
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.18181818181818182
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -0.21387283236994223
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.18181818181818182
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -0.21387283236994223
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU1:MP, Name=V1, Direction=Double, Linear/Log=LINEAR, Start=-2 V, Stop=20 V, Step=110 mV, No. of Steps=201, Compliance=100 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU2:MP, Name=V2, Source Mode=V, Source=250 mV, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		2E-05	2E-05	5
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, V1, I1, V2, I2, V3, I3, V4, I4
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, V, A, V, A, V, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, ID-VG Postbreak
Dimension1, 402, 402, 402, 402, 402, 402, 402, 402
Dimension2, 1, 1, 1, 1, 1, 1, 1, 1
DataName, V1, V2, I1, I2, V3, I3, V4, I4
DataValue, -2, 0.25, -2.57E-12, 1.967E-11, , , , 
DataValue, -1.8900000000000001, 0.25, -1.64E-12, 1.9070000000000002E-11, , , , 
DataValue, -1.78, 0.25, -1.2800000000000002E-12, 1.7670000000000002E-11, , , , 
DataValue, -1.67, 0.25, -8.8000000000000009E-13, 1.841E-11, , , , 
DataValue, -1.56, 0.25, -1.0500000000000002E-12, 1.983E-11, , , , 
DataValue, -1.45, 0.25, 3.7000000000000004E-13, 1.8290000000000002E-11, , , , 
DataValue, -1.34, 0.25, 1.0000000000000002E-14, 1.8220000000000003E-11, , , , 
DataValue, -1.23, 0.25, 6.0000000000000009E-14, 1.7620000000000003E-11, , , , 
DataValue, -1.12, 0.25, -2.8E-13, 1.928E-11, , , , 
DataValue, -1.01, 0.25, 3.3E-13, 1.928E-11, , , , 
DataValue, -0.9, 0.25, 6.2000000000000008E-13, 1.779E-11, , , , 
DataValue, -0.79, 0.25, 1.03E-12, 1.899E-11, , , , 
DataValue, -0.68, 0.25, 5.7E-13, 1.9440000000000003E-11, , , , 
DataValue, -0.57000000000000006, 0.25, 7E-13, 1.897E-11, , , , 
DataValue, -0.46, 0.25, 2.3000000000000003E-13, 1.772E-11, , , , 
DataValue, -0.35000000000000003, 0.25, 5E-13, 1.7710000000000003E-11, , , , 
DataValue, -0.24, 0.25, 1.2000000000000001E-12, 1.954E-11, , , , 
DataValue, -0.13, 0.25, 1.18E-12, 1.8760000000000002E-11, , , , 
DataValue, -0.02, 0.25, 6.400000000000001E-13, 1.746E-11, , , , 
DataValue, 0.09, 0.25, 1.4900000000000001E-12, 1.7890000000000002E-11, , , , 
DataValue, 0.2, 0.25, 1.09E-12, 1.9510000000000002E-11, , , , 
DataValue, 0.31, 0.25, 1.5400000000000001E-12, 1.8760000000000002E-11, , , , 
DataValue, 0.42, 0.25, 1.4300000000000002E-12, 1.71E-11, , , , 
DataValue, 0.53, 0.25, 1.02E-12, 1.804E-11, , , , 
DataValue, 0.64, 0.25, 1.3000000000000001E-12, 1.912E-11, , , , 
DataValue, 0.75, 0.25, 1.8400000000000002E-12, 1.917E-11, , , , 
DataValue, 0.86, 0.25, 1.5800000000000001E-12, 1.7200000000000003E-11, , , , 
DataValue, 0.97, 0.25, 1.8200000000000003E-12, 1.828E-11, , , , 
DataValue, 1.08, 0.25, 2E-12, 1.994E-11, , , , 
DataValue, 1.19, 0.25, 2.29E-12, 1.9220000000000003E-11, , , , 
DataValue, 1.3, 0.25, 1.8400000000000002E-12, 1.743E-11, , , , 
DataValue, 1.41, 0.25, 2.2700000000000002E-12, 1.894E-11, , , , 
DataValue, 1.52, 0.25, 2.4800000000000003E-12, 1.9690000000000002E-11, , , , 
DataValue, 1.6300000000000001, 0.25, 2.7300000000000003E-12, 1.759E-11, , , , 
DataValue, 1.74, 0.25, 2E-12, 1.615E-11, , , , 
DataValue, 1.85, 0.25, 1.8900000000000002E-12, 1.834E-11, , , , 
DataValue, 1.96, 0.25, 2.2700000000000002E-12, 1.912E-11, , , , 
DataValue, 2.07, 0.25, 2.51E-12, 1.755E-11, , , , 
DataValue, 2.18, 0.25, 2.2700000000000002E-12, 1.6780000000000002E-11, , , , 
DataValue, 2.29, 0.25, 2.18E-12, 1.792E-11, , , , 
DataValue, 2.4, 0.25, 2.2200000000000002E-12, 1.914E-11, , , , 
DataValue, 2.5100000000000002, 0.25, 2.9100000000000003E-12, 1.812E-11, , , , 
DataValue, 2.62, 0.25, 2.36E-12, 1.7200000000000003E-11, , , , 
DataValue, 2.73, 0.25, 2.6500000000000002E-12, 1.8600000000000002E-11, , , , 
DataValue, 2.84, 0.25, 2.8800000000000002E-12, 1.894E-11, , , , 
DataValue, 2.95, 0.25, 2.8600000000000003E-12, 1.8110000000000003E-11, , , , 
DataValue, 3.06, 0.25, 2.82E-12, 1.764E-11, , , , 
DataValue, 3.17, 0.25, 3.13E-12, 1.6470000000000002E-11, , , , 
DataValue, 3.2800000000000002, 0.25, 2.79E-12, 1.8760000000000002E-11, , , , 
DataValue, 3.39, 0.25, 3.3900000000000003E-12, 1.899E-11, , , , 
DataValue, 3.5, 0.25, 3.2700000000000004E-12, 1.726E-11, , , , 
DataValue, 3.61, 0.25, 3.05E-12, 1.6450000000000002E-11, , , , 
DataValue, 3.72, 0.25, 3.6800000000000005E-12, 1.874E-11, , , , 
DataValue, 3.83, 0.25, 3.92E-12, 1.9330000000000003E-11, , , , 
DataValue, 3.94, 0.25, 3.1400000000000004E-12, 1.774E-11, , , , 
DataValue, 4.05, 0.25, 3.6900000000000006E-12, 1.7400000000000003E-11, , , , 
DataValue, 4.16, 0.25, 3.1200000000000004E-12, 1.8270000000000002E-11, , , , 
DataValue, 4.2700000000000005, 0.25, 3.5400000000000003E-12, 1.872E-11, , , , 
DataValue, 4.38, 0.25, 3.4000000000000005E-12, 1.703E-11, , , , 
DataValue, 4.49, 0.25, 3.92E-12, 1.6800000000000003E-11, , , , 
DataValue, 4.6000000000000005, 0.25, 4.2400000000000005E-12, 1.852E-11, , , , 
DataValue, 4.71, 0.25, 4.48E-12, 1.8530000000000003E-11, , , , 
DataValue, 4.82, 0.25, 3.56E-12, 1.7340000000000002E-11, , , , 
DataValue, 4.93, 0.25, 4.42E-12, 1.706E-11, , , , 
DataValue, 5.04, 0.25, 4.42E-12, 1.8470000000000002E-11, , , , 
DataValue, 5.15, 0.25, 4.9100000000000007E-12, 1.817E-11, , , , 
DataValue, 5.26, 0.25, 4.22E-12, 1.7070000000000002E-11, , , , 
DataValue, 5.37, 0.25, 4.72E-12, 1.797E-11, , , , 
DataValue, 5.48, 0.25, 4.56E-12, 1.8690000000000002E-11, , , , 
DataValue, 5.59, 0.25, 5.4700000000000007E-12, 1.8440000000000003E-11, , , , 
DataValue, 5.7, 0.25, 4.5400000000000004E-12, 1.7160000000000002E-11, , , , 
DataValue, 5.8100000000000005, 0.25, 5.29E-12, 1.7140000000000002E-11, , , , 
DataValue, 5.92, 0.25, 4.9500000000000005E-12, 1.941E-11, , , , 
DataValue, 6.03, 0.25, 5.4700000000000007E-12, 1.7470000000000002E-11, , , , 
DataValue, 6.1400000000000006, 0.25, 5.6100000000000005E-12, 1.606E-11, , , , 
DataValue, 6.25, 0.25, 5.7700000000000007E-12, 1.6560000000000002E-11, , , , 
DataValue, 6.36, 0.25, 5.85E-12, 1.8640000000000003E-11, , , , 
DataValue, 6.47, 0.25, 6.2300000000000007E-12, 1.8470000000000002E-11, , , , 
DataValue, 6.58, 0.25, 5.3700000000000007E-12, 1.712E-11, , , , 
DataValue, 6.69, 0.25, 6.35E-12, 1.651E-11, , , , 
DataValue, 6.8, 0.25, 5.59E-12, 1.8800000000000002E-11, , , , 
DataValue, 6.91, 0.25, 6.6E-12, 1.695E-11, , , , 
DataValue, 7.0200000000000005, 0.25, 5.9300000000000008E-12, 1.6270000000000002E-11, , , , 
DataValue, 7.13, 0.25, 6.36E-12, 1.639E-11, , , , 
DataValue, 7.24, 0.25, 6.1600000000000004E-12, 1.8640000000000003E-11, , , , 
DataValue, 7.3500000000000005, 0.25, 6.5400000000000008E-12, 1.7380000000000002E-11, , , , 
DataValue, 7.46, 0.25, 6.6400000000000008E-12, 1.6430000000000002E-11, , , , 
DataValue, 7.57, 0.25, 6.97E-12, 1.5890000000000003E-11, , , , 
DataValue, 7.68, 0.25, 6.0700000000000006E-12, 1.766E-11, , , , 
DataValue, 7.79, 0.25, 7.2000000000000008E-12, 1.7930000000000003E-11, , , , 
DataValue, 7.9, 0.25, 6.4800000000000007E-12, 1.682E-11, , , , 
DataValue, 8.01, 0.25, 7.31E-12, 1.535E-11, , , , 
DataValue, 8.120000000000001, 0.25, 7.54E-12, 1.7380000000000002E-11, , , , 
DataValue, 8.23, 0.25, 7.26E-12, 1.6560000000000002E-11, , , , 
DataValue, 8.34, 0.25, 7.5900000000000014E-12, 1.628E-11, , , , 
DataValue, 8.45, 0.25, 7.9900000000000013E-12, 1.613E-11, , , , 
DataValue, 8.56, 0.25, 8.3900000000000012E-12, 1.7450000000000002E-11, , , , 
DataValue, 8.67, 0.25, 8.34E-12, 1.748E-11, , , , 
DataValue, 8.78, 0.25, 7.95E-12, 1.588E-11, , , , 
DataValue, 8.89, 0.25, 8.16E-12, 1.5140000000000002E-11, , , , 
DataValue, 9, 0.25, 8.55E-12, 1.693E-11, , , , 
DataValue, 9.11, 0.25, 9.25E-12, 1.703E-11, , , , 
DataValue, 9.22, 0.25, 8.86E-12, 1.566E-11, , , , 
DataValue, 9.33, 0.25, 8.85E-12, 1.4300000000000002E-11, , , , 
DataValue, 9.44, 0.25, 8.95E-12, 1.63E-11, , , , 
DataValue, 9.55, 0.25, 9.27E-12, 1.7650000000000002E-11, , , , 
DataValue, 9.66, 0.25, 9.390000000000001E-12, 1.61E-11, , , , 
DataValue, 9.77, 0.25, 9.75E-12, 1.464E-11, , , , 
DataValue, 9.88, 0.25, 9.57E-12, 1.6160000000000002E-11, , , , 
DataValue, 9.99, 0.25, 1.036E-11, 1.804E-11, , , , 
DataValue, 10.1, 0.25, 1.0010000000000001E-11, 1.661E-11, , , , 
DataValue, 10.21, 0.25, 1.0310000000000001E-11, 1.484E-11, , , , 
DataValue, 10.32, 0.25, 1.107E-11, 1.65E-11, , , , 
DataValue, 10.43, 0.25, 1.0900000000000001E-11, 1.7600000000000003E-11, , , , 
